,Kmedoids,Cure,ManualUp,CBS+,RF,GB,EALR,SERS
0,0.12973785400390625,0.0023345947265625,0.0182342529296875,0.01593017578125,0.00014495849609375,5.340576171875e-05,0.00400543212890625,0.00104522705078125
