,Kmeans++,Cure,ManualUp,CBS+,RF,GB,EALR,SERS
0,0.12973785400390625,0.00128936767578125,0.0007126267024380472,0.02684783935546875,0.00032806396484375,0.00032806396484375,0.0138702392578125,0.00336456298828125
