,Kmedoids,Kmeans++,ManualUp,CBS+,RF,GB,EALR,SERS
0,0.00128936767578125,0.0023345947265625,0.9661178588867188,0.00400543212890625,0.0001068115234375,3.814697265625e-05,0.00193023681640625,0.0005340576171875
