,Kmedoids,Kmeans++,Cure,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,GaussianMixture
0,0.04077743340886289,0.049319398470181804,0.0036361259574128318,0.027991815485665747,0.18729252170151323,0.2787073832496024,0.432285608490503,0.4953469658877593,0.39415050825096176,0.012259244625721697,0.0020695735905937305
