,Kmedoids,Kmeans++,Cure,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,Spectral_Clustering
0,0.04882999045688487,0.06549227335074066,0.07299804543011548,0.0006533107814151376,0.18132778972169528,0.008024992252988656,0.005599339982527989,0.15120530617129535,0.010248301448378051,0.9051975038367148,0.0020695735905937305
