,Kmedoids,Kmeans++,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,Spectral_Clustering,GaussianMixture
0,0.5402913746074198,0.7198787366795968,0.0013629260243513527,0.8138046907549061,0.7330123826118418,0.5933451173428277,0.8887731973485813,0.6939910324583207,0.18457255283988294,0.0036361259574128318,0.07299804543011548
