,Kmeans++,Cure,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,Spectral_Clustering,GaussianMixture
0,0.8780883665111654,0.5402913746074198,0.0016062899715413917,0.6487027749104959,0.09513140802751903,0.040877198329627676,0.551143846728915,0.20757844233562428,0.2118632725812747,0.04077743340886289,0.04882999045688487
