,Kmedoids,Cure,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,Spectral_Clustering,GaussianMixture
0,0.8780883665111654,0.7198787366795968,0.010468404351411623,1.0,0.5131455306542712,0.4260614807692247,0.7114965713678049,0.5521290633544427,0.2395896880692704,0.049319398470181804,0.06549227335074066
