Precision,Recall,F1,Precisionx,Recallx,F1x,IFA,Pofb,PMI
0.0,0.0,0.0,0.14285714285714285,0.2222222222222222,0.17391304347826086,5.0,0.2222222222222222,0.21212121212121213
0.0,0.0,0.0,0.16666666666666666,0.2222222222222222,0.1904761904761905,2.0,0.2222222222222222,0.18181818181818182
0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.18181818181818182
0.0,0.0,0.0,0.06666666666666667,0.1111111111111111,0.08333333333333334,10.0,0.1111111111111111,0.22727272727272727
0.0,0.0,0.0,0.07142857142857142,0.1111111111111111,0.08695652173913043,9.0,0.1111111111111111,0.21212121212121213
0.0,0.0,0.0,0.23076923076923078,0.3333333333333333,0.27272727272727276,2.0,0.3333333333333333,0.19696969696969696
0.0,0.0,0.0,0.16666666666666666,0.2222222222222222,0.1904761904761905,2.0,0.2222222222222222,0.18181818181818182
0.0,0.0,0.0,0.11764705882352941,0.2222222222222222,0.15384615384615383,7.0,0.2222222222222222,0.25757575757575757
0.0,0.0,0.0,0.16666666666666666,0.2222222222222222,0.1904761904761905,4.0,0.2222222222222222,0.18181818181818182
0.0,0.0,0.0,0.06666666666666667,0.1111111111111111,0.08333333333333334,9.0,0.1111111111111111,0.22727272727272727
0.0,0.0,0.0,0.1,0.1111111111111111,0.10526315789473685,7.0,0.1111111111111111,0.15151515151515152
0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.16666666666666666
0.0,0.0,0.0,0.16666666666666666,0.2222222222222222,0.1904761904761905,6.0,0.2222222222222222,0.18181818181818182
0.0,0.0,0.0,0.15789473684210525,0.3333333333333333,0.21428571428571427,7.0,0.3333333333333333,0.2878787878787879
0.0,0.0,0.0,0.15789473684210525,0.3333333333333333,0.21428571428571427,7.0,0.3333333333333333,0.2878787878787879
0.0,0.0,0.0,0.2,0.3333333333333333,0.25,1.0,0.3333333333333333,0.22727272727272727
0.0,0.0,0.0,0.2,0.3333333333333333,0.25,2.0,0.3333333333333333,0.22727272727272727
0.0,0.0,0.0,0.1,0.1111111111111111,0.10526315789473685,6.0,0.1111111111111111,0.15151515151515152
0.0,0.0,0.0,0.1875,0.3333333333333333,0.24000000000000005,2.0,0.3333333333333333,0.24242424242424243
0.0,0.0,0.0,0.14285714285714285,0.2222222222222222,0.17391304347826086,1.0,0.2222222222222222,0.21212121212121213
0.0,0.0,0.0,0.13333333333333333,0.2222222222222222,0.16666666666666669,1.0,0.2222222222222222,0.22727272727272727
0.0,0.0,0.0,0.125,0.2222222222222222,0.16,1.0,0.2222222222222222,0.24242424242424243
0.0,0.0,0.0,0.16666666666666666,0.2222222222222222,0.1904761904761905,4.0,0.2222222222222222,0.18181818181818182
0.0,0.0,0.0,0.14285714285714285,0.2222222222222222,0.17391304347826086,1.0,0.2222222222222222,0.21212121212121213
0.0,0.0,0.0,0.13333333333333333,0.2222222222222222,0.16666666666666669,1.0,0.2222222222222222,0.22727272727272727
0.0,0.0,0.0,0.2,0.3333333333333333,0.25,1.0,0.3333333333333333,0.22727272727272727
0.0,0.0,0.0,0.23076923076923078,0.3333333333333333,0.27272727272727276,2.0,0.3333333333333333,0.19696969696969696
0.0,0.0,0.0,0.23076923076923078,0.3333333333333333,0.27272727272727276,2.0,0.3333333333333333,0.19696969696969696
0.0,0.0,0.0,0.15384615384615385,0.2222222222222222,0.18181818181818185,7.0,0.2222222222222222,0.19696969696969696
0.0,0.0,0.0,0.11764705882352941,0.2222222222222222,0.15384615384615383,9.0,0.2222222222222222,0.25757575757575757
0.0,0.0,0.0,0.15384615384615385,0.2222222222222222,0.18181818181818185,1.0,0.2222222222222222,0.19696969696969696
0.0,0.0,0.0,0.125,0.2222222222222222,0.16,1.0,0.2222222222222222,0.24242424242424243
0.0,0.0,0.0,0.18181818181818182,0.2222222222222222,0.19999999999999998,3.0,0.2222222222222222,0.16666666666666666
0.0,0.0,0.0,0.13333333333333333,0.2222222222222222,0.16666666666666669,2.0,0.2222222222222222,0.22727272727272727
0.0,0.0,0.0,0.15384615384615385,0.2222222222222222,0.18181818181818185,2.0,0.2222222222222222,0.19696969696969696
0.0,0.0,0.0,0.09090909090909091,0.1111111111111111,0.09999999999999999,7.0,0.1111111111111111,0.16666666666666666
0.0,0.0,0.0,0.125,0.2222222222222222,0.16,4.0,0.2222222222222222,0.24242424242424243
