,Kmedoids,Kmeans++,Cure,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,Spectral_Clustering
0,0.5798416137695312,0.3559586988465746,0.3010541816225988,0.0001068115234375,0.22875213623046875,0.16735076904296875,0.18146514892578125,0.4922167035675078,0.34654998779296875,0.24620819091796875,0.00128936767578125
