,Kmeans++,Cure,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,Spectral_Clustering,GaussianMixture
0,0.7987060546875,0.932281494140625,0.00025177001953125,0.7337265014648438,0.6705245971679688,0.7660293579101562,0.7987060546875,1.0,0.1083831787109375,0.0065765380859375,0.6094589233398438
