,Kmedoids,Kmeans++,Cure,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,GaussianMixture
0,0.0065765380859375,0.01593017578125,0.0065765380859375,0.017960477526078766,0.2365641314785195,0.35197884167136195,0.20967491728457333,0.0987396240234375,0.2121429443359375,0.00400543212890625,0.00157928466796875
