,Kmedoids,Cure,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,Spectral_Clustering,GaussianMixture
0,0.7987060546875,0.40743445607773554,7.62939453125e-06,0.32472991943359375,0.12973785400390625,0.19638824462890625,0.7018814086914062,0.4924592974852695,0.24620819091796875,0.01593017578125,0.3559586988465746
