,Kmedoids,Kmeans++,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,Spectral_Clustering,GaussianMixture
0,0.932281494140625,0.40743445607773554,7.62939453125e-05,0.522613525390625,0.32472991943359375,0.468292236328125,0.831310207979425,0.6396942138671875,0.2121429443359375,0.0065765380859375,0.3010541816225988
