,Kmeans++,Cure,ManualUp,CBS+,RF,GB,EALR,SERS
0,7.62939453125e-06,7.62939453125e-06,0.0012250235420688657,0.016822040672875557,0.0028076171875,0.0055999755859375,0.00014495849609375,0.00128936767578125
