,Kmedoids,Cure,ManualUp,CBS+,RF,GB,EALR,SERS
0,7.62939453125e-06,0.07961580146011343,7.62939453125e-06,1.52587890625e-05,2.288818359375e-05,1.52587890625e-05,7.62939453125e-06,7.62939453125e-06
