,Kmedoids,Kmeans++,ManualUp,CBS+,RF,GB,EALR,SERS
0,0.19638824462890625,0.3559586988465746,0.0076904296875,0.2121429443359375,0.0736846923828125,0.0599365234375,0.14151763916015625,0.14151763916015625
