,Kmedoids,Cure,ManualUp,CBS+,RF,GB,EALR,SERS
0,0.7018814086914062,0.3559586988465746,0.0897674560546875,0.3692169189453125,0.14151763916015625,0.1083831787109375,0.24620819091796875,0.19638824462890625
