,Kmeans++,Cure,ManualUp,CBS+,RF,GB,EALR,SERS
0,0.7018814086914062,0.19638824462890625,0.22875213623046875,0.32472991943359375,0.15404510498046875,0.16735076904296875,0.30379486083984375,0.3692169189453125
