Precision,Recall,F1,Precisionx,Recallx,F1x,IFA,Pofb,PMI
0.4,0.025,0.04705882352941177,0.19480519480519481,0.1875,0.1910828025477707,1.0,0.1875,0.2467948717948718
0.4,0.025,0.04705882352941177,0.23529411764705882,0.2,0.2162162162162162,0.0,0.2,0.21794871794871795
0.4,0.025,0.04705882352941177,0.32653061224489793,0.2,0.24806201550387594,1.0,0.2,0.15705128205128205
0.4,0.025,0.04705882352941177,0.22988505747126436,0.25,0.23952095808383234,3.0,0.25,0.27884615384615385
0.4,0.025,0.04705882352941177,0.19402985074626866,0.1625,0.17687074829931973,1.0,0.1625,0.21474358974358973
0.4,0.025,0.04705882352941177,0.23076923076923078,0.225,0.22784810126582278,1.0,0.225,0.25
0.4,0.025,0.04705882352941177,0.18518518518518517,0.125,0.14925373134328357,3.0,0.125,0.17307692307692307
0.4,0.025,0.04705882352941177,0.2236842105263158,0.2125,0.21794871794871795,3.0,0.2125,0.24358974358974358
0.4,0.025,0.04705882352941177,0.26153846153846155,0.2125,0.23448275862068968,1.0,0.2125,0.20833333333333334
0.4,0.025,0.04705882352941177,0.3170731707317073,0.1625,0.21487603305785125,3.0,0.1625,0.13141025641025642
0.4,0.025,0.04705882352941177,0.1891891891891892,0.175,0.18181818181818182,0.0,0.175,0.23717948717948717
0.4,0.025,0.04705882352941177,0.22666666666666666,0.2125,0.21935483870967742,1.0,0.2125,0.2403846153846154
0.4,0.025,0.04705882352941177,0.2222222222222222,0.175,0.19580419580419578,2.0,0.175,0.20192307692307693
0.4,0.025,0.04705882352941177,0.2702702702702703,0.25,0.25974025974025977,0.0,0.25,0.23717948717948717
0.4,0.025,0.04705882352941177,0.39655172413793105,0.2875,0.3333333333333333,0.0,0.2875,0.1858974358974359
0.4,0.025,0.04705882352941177,0.2537313432835821,0.2125,0.23129251700680273,0.0,0.2125,0.21474358974358973
0.4,0.025,0.04705882352941177,0.2647058823529412,0.225,0.24324324324324323,0.0,0.225,0.21794871794871795
0.4,0.025,0.04705882352941177,0.19753086419753085,0.2,0.19875776397515527,0.0,0.2,0.25961538461538464
0.4,0.025,0.04705882352941177,0.21739130434782608,0.1875,0.20134228187919465,2.0,0.1875,0.22115384615384615
0.4,0.025,0.04705882352941177,0.18181818181818182,0.15,0.16438356164383564,2.0,0.15,0.21153846153846154
