,Kmeans++,Cure,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,Spectral_Clustering,GaussianMixture
0,0.4171142578125,0.34654998779296875,7.62939453125e-06,0.5798416137695312,0.3692169189453125,0.28372955322265625,0.2645263671875,0.49507904052734375,0.030364990234375,2.288818359375e-05,0.5861743444807836
