,Kmedoids,Kmeans++,Cure,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,Spectral_Clustering
0,0.5861743444807836,0.010406494140625,5.340576171875e-05,7.62939453125e-06,0.7987060546875,0.8650436401367188,0.8985748291015625,0.5798416137695312,0.932281494140625,0.030364990234375,0.0001068115234375
