,Kmedoids,Kmeans++,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,Spectral_Clustering,GaussianMixture
0,0.34654998779296875,0.016822040672875557,7.62939453125e-06,0.32472991943359375,0.0076904296875,0.01203155517578125,0.0182342529296875,0.05385589599609375,0.00032806396484375,0.00104522705078125,5.340576171875e-05
