,Kmedoids,Cure,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,Spectral_Clustering,GaussianMixture
0,0.4171142578125,0.016822040672875557,7.62939453125e-06,0.7337265014648438,0.06653594970703125,0.1083831787109375,0.030364990234375,0.4171142578125,0.00157928466796875,0.0008392333984375,0.010406494140625
