,Kmedoids,Kmeans++,Cure,ManualUp,CBS+,RF,GB,EALR,SERS,HDBSCAN,GaussianMixture
0,2.288818359375e-05,0.0008392333984375,0.00104522705078125,0.011718685599768628,0.005618046056498881,0.0008392333984375,0.0028076171875,0.00193023681640625,0.00400543212890625,0.0001068115234375,0.0001068115234375
