,Kmedoids,Kmeans++,ManualUp,CBS+,RF,GB,EALR,SERS
0,7.62939453125e-06,0.06788915486182899,7.62939453125e-06,1.52587890625e-05,1.52587890625e-05,1.52587890625e-05,7.62939453125e-06,7.62939453125e-06
