,Kmeans++,Cure,ManualUp,CBS+,RF,GB,EALR,SERS
0,7.62939453125e-06,7.62939453125e-06,0.0009815397525216685,0.0012250235420688657,0.0012250235420688657,0.0012250235420688657,0.0009815397525216685,0.0009815397525216685
