,Kmeans++,Cure,ManualUp,CBS+,RF,GB,EALR,SERS
0,0.22875213623046875,0.04827880859375,0.39672623294506304,0.5227810104666994,0.6094589233398438,0.7583123742610346,0.1083831787109375,0.3692169189453125
