,Kmedoids,Kmeans++,ManualUp,CBS+,RF,GB,EALR,SERS
0,0.04827880859375,0.14412703481601533,0.03849029541015625,0.08142852783203125,0.0599365234375,0.0431671142578125,0.0599365234375,0.0431671142578125
