,Kmedoids,Cure,ManualUp,CBS+,RF,GB,EALR,SERS
0,0.22875213623046875,0.14412703481601533,0.19638824462890625,0.22875213623046875,0.2121429443359375,0.14151763916015625,0.24620819091796875,0.18146514892578125
